ID,Partition sizes
9438,"1, 1, 1, 2, 2, 3, 3, 7, 18, 25, 32, 35, 37, 43, 46"
9439,"1, 1, 1, 1, 1, 2, 2, 5, 8, 14, 22, 25, 25, 39, 47, 62"
9440,"1, 1, 1, 2, 2, 3, 4, 5, 7, 14, 15, 24, 35, 37, 51, 54"
9441,"1, 2, 3, 4, 6, 8, 14, 26, 26, 26, 42, 48, 50"
9442,"1, 1, 1, 1, 1, 3, 3, 4, 6, 19, 20, 21, 41, 42, 45, 47"
9443,"1, 1, 1, 1, 2, 3, 4, 4, 6, 13, 25, 28, 32, 35, 47, 53"
9444,"1, 1, 1, 1, 3, 3, 6, 6, 19, 24, 29, 29, 40, 43, 50"
9445,"1, 1, 1, 1, 2, 2, 2, 3, 5, 5, 10, 21, 22, 31, 37, 50, 62"
9446,"1, 1, 1, 3, 3, 6, 6, 10, 12, 12, 25, 36, 41, 46, 53"
9447,"1, 1, 1, 1, 1, 1, 2, 3, 4, 6, 11, 13, 26, 37, 45, 45, 58"
9448,"1, 1, 1, 1, 1, 1, 2, 2, 2, 9, 14, 15, 30, 31, 39, 50, 56"
9449,"1, 1, 1, 1, 2, 2, 3, 4, 6, 9, 25, 28, 30, 42, 44, 57"
9450,"1, 1, 1, 1, 1, 1, 3, 4, 10, 18, 20, 25, 35, 35, 49, 51"
9451,"1, 1, 1, 2, 3, 3, 5, 9, 15, 20, 24, 36, 43, 44, 49"
9452,"1, 1, 1, 2, 3, 3, 7, 7, 15, 19, 21, 38, 38, 47, 53"
9453,"1, 1, 1, 1, 5, 5, 9, 17, 23, 32, 39, 40, 41, 41"
9454,"1, 1, 1, 1, 2, 2, 3, 3, 5, 18, 24, 25, 35, 37, 43, 55"
9455,"1, 1, 1, 1, 1, 2, 6, 6, 8, 10, 16, 32, 37, 41, 46, 47"
9456,"1, 1, 1, 1, 2, 5, 6, 8, 12, 24, 27, 29, 32, 50, 57"
9457,"1, 1, 2, 3, 5, 5, 7, 15, 21, 29, 35, 38, 42, 52"
9458,"1, 1, 2, 4, 6, 12, 14, 25, 34, 36, 36, 39, 46"
9459,"1, 1, 1, 1, 2, 2, 7, 9, 16, 20, 21, 41, 42, 45, 47"
9460,"1, 1, 1, 2, 3, 6, 8, 19, 28, 33, 33, 34, 38, 49"
9461,"1, 1, 1, 1, 1, 2, 2, 7, 9, 18, 24, 28, 29, 33, 47, 52"
9462,"1, 1, 1, 1, 2, 2, 5, 9, 17, 19, 26, 29, 39, 42, 62"
9463,"1, 1, 1, 1, 1, 1, 2, 3, 6, 8, 13, 18, 21, 34, 39, 48, 58"
9464,"1, 1, 1, 2, 4, 4, 4, 5, 17, 26, 26, 33, 34, 42, 56"
9465,"1, 1, 1, 1, 1, 2, 2, 3, 4, 8, 14, 18, 26, 33, 35, 52, 54"
9466,"1, 1, 1, 1, 2, 4, 8, 10, 14, 19, 23, 30, 44, 48, 50"
9467,"1, 1, 1, 1, 1, 1, 4, 6, 12, 14, 20, 33, 33, 37, 38, 53"
9468,"1, 1, 1, 3, 4, 7, 9, 19, 20, 23, 32, 41, 47, 48"
9469,"1, 1, 1, 1, 2, 2, 2, 2, 8, 16, 22, 25, 34, 45, 46, 48"
9470,"1, 1, 1, 1, 1, 2, 4, 6, 20, 27, 29, 29, 42, 43, 49"
9471,"1, 1, 1, 1, 2, 2, 4, 5, 11, 18, 22, 38, 39, 51, 60"
9472,"1, 1, 2, 2, 3, 5, 6, 7, 9, 15, 27, 32, 38, 50, 58"
9473,"1, 1, 1, 2, 3, 3, 6, 9, 16, 19, 25, 26, 41, 43, 60"
9474,"1, 1, 1, 1, 2, 2, 2, 3, 10, 12, 15, 24, 38, 47, 48, 49"
9475,"1, 1, 2, 2, 2, 2, 3, 4, 6, 14, 17, 21, 40, 42, 45, 54"
9476,"1, 1, 1, 1, 2, 2, 3, 5, 7, 19, 20, 25, 27, 33, 49, 60"
9477,"1, 1, 1, 3, 4, 4, 4, 9, 13, 18, 26, 33, 41, 42, 56"
9478,"1, 1, 2, 4, 5, 5, 8, 15, 24, 28, 29, 38, 44, 52"
9479,"1, 1, 1, 2, 5, 5, 5, 19, 21, 21, 39, 40, 42, 54"
9480,"1, 1, 2, 2, 8, 28, 35, 89, 90"
9481,"1, 1, 1, 1, 2, 2, 2, 3, 11, 14, 14, 27, 31, 33, 47, 66"
9482,"1, 1, 1, 1, 2, 2, 3, 7, 13, 15, 25, 28, 38, 57, 62"
9483,"1, 1, 1, 2, 4, 5, 5, 5, 16, 19, 21, 34, 34, 46, 62"
9484,"1, 3, 3, 5, 6, 7, 14, 21, 31, 33, 42, 44, 46"
9485,"1, 2, 4, 7, 35, 39, 74, 94"
9486,"1, 1, 1, 1, 2, 2, 3, 4, 6, 14, 17, 26, 34, 35, 53, 56"
9487,"1, 1, 1, 1, 1, 1, 2, 5, 7, 12, 15, 30, 35, 47, 48, 49"
9488,"1, 1, 1, 3, 3, 3, 3, 5, 20, 21, 23, 31, 35, 46, 60"
9489,"1, 1, 1, 1, 2, 2, 3, 5, 9, 14, 18, 24, 33, 42, 45, 55"
9490,"1, 2, 3, 3, 7, 9, 14, 14, 31, 48, 54, 70"
9491,"1, 1, 1, 1, 1, 1, 2, 2, 5, 7, 15, 18, 25, 34, 35, 52, 55"
9492,"1, 1, 1, 1, 3, 7, 9, 17, 27, 31, 31, 36, 44, 47"
9493,"1, 1, 1, 3, 3, 5, 5, 8, 14, 14, 25, 35, 42, 45, 54"
9494,"1, 1, 1, 1, 1, 2, 2, 3, 3, 5, 13, 22, 28, 37, 41, 47, 48"
9495,"1, 1, 1, 3, 3, 6, 8, 19, 22, 29, 33, 36, 42, 52"
9496,"1, 1, 1, 1, 2, 9, 9, 21, 25, 27, 28, 38, 43, 50"
9497,"1, 1, 1, 1, 2, 3, 5, 15, 16, 19, 27, 33, 43, 44, 45"
9498,"1, 1, 1, 1, 2, 2, 3, 4, 8, 19, 21, 23, 29, 36, 52, 53"
9499,"1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 10, 16, 26, 33, 34, 58, 60"
9500,"1, 1, 1, 2, 2, 2, 5, 7, 17, 23, 24, 30, 44, 45, 52"
9501,"1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 8, 9, 18, 31, 37, 43, 45, 50"
9502,"1, 1, 1, 1, 1, 2, 3, 4, 4, 6, 13, 22, 23, 27, 29, 57, 61"
9503,"1, 1, 1, 2, 3, 5, 8, 8, 13, 18, 25, 35, 42, 46, 48"
9504,"1, 1, 1, 2, 2, 2, 5, 9, 22, 23, 23, 26, 30, 48, 61"
9505,"1, 1, 1, 1, 2, 4, 6, 8, 17, 19, 24, 36, 42, 43, 51"
9506,"1, 1, 2, 2, 3, 3, 5, 7, 18, 19, 24, 30, 45, 46, 50"
9507,"1, 1, 1, 1, 1, 2, 3, 5, 13, 15, 19, 20, 26, 41, 45, 62"
9508,"1, 1, 1, 1, 1, 3, 7, 9, 15, 25, 29, 32, 37, 46, 48"
9509,"1, 1, 1, 2, 2, 2, 3, 5, 7, 15, 16, 17, 42, 44, 46, 52"
9510,"1, 1, 1, 1, 2, 4, 5, 9, 12, 23, 26, 38, 42, 44, 47"
9511,"1, 1, 1, 1, 3, 5, 13, 18, 19, 30, 32, 41, 43, 48"
9512,"1, 1, 1, 1, 2, 2, 4, 4, 6, 14, 24, 28, 32, 36, 47, 53"
9513,"1, 1, 3, 3, 3, 10, 21, 23, 27, 32, 33, 37, 62"
9514,"1, 1, 1, 1, 1, 1, 6, 8, 16, 19, 29, 34, 43, 46, 49"
9515,"1, 1, 1, 2, 3, 3, 7, 9, 14, 17, 21, 38, 40, 48, 51"
9516,"1, 1, 1, 1, 1, 1, 3, 3, 3, 7, 11, 16, 18, 43, 44, 48, 54"
9517,"1, 1, 1, 1, 2, 4, 6, 10, 16, 18, 27, 33, 35, 45, 56"
9518,"1, 1, 1, 2, 4, 5, 5, 6, 11, 12, 23, 36, 47, 48, 54"
9519,"1, 1, 1, 1, 2, 2, 3, 3, 9, 18, 19, 21, 39, 42, 42, 52"
9520,"1, 1, 2, 3, 3, 4, 5, 5, 14, 21, 21, 37, 40, 45, 54"
9521,"1, 1, 1, 1, 1, 1, 3, 4, 8, 19, 21, 23, 40, 40, 41, 51"
9522,"1, 1, 1, 1, 2, 2, 2, 4, 4, 19, 20, 20, 42, 42, 47, 48"
9523,"1, 1, 1, 1, 1, 3, 4, 5, 7, 13, 21, 28, 31, 41, 48, 50"
9524,"1, 1, 1, 2, 2, 3, 4, 4, 8, 11, 15, 25, 36, 42, 44, 57"
9525,"1, 1, 1, 3, 4, 7, 7, 16, 21, 24, 35, 42, 44, 50"
9526,"1, 1, 1, 1, 2, 2, 2, 4, 4, 6, 10, 21, 27, 35, 38, 48, 53"
9527,"1, 1, 1, 1, 2, 2, 4, 5, 10, 15, 17, 23, 39, 42, 44, 49"
9528,"1, 1, 1, 1, 1, 2, 3, 3, 7, 13, 19, 26, 47, 55, 76"
9529,"1, 1, 1, 1, 1, 1, 2, 4, 5, 9, 10, 20, 30, 30, 41, 49, 50"
9530,"1, 1, 1, 1, 2, 6, 8, 18, 29, 32, 33, 38, 42, 44"
9531,"1, 1, 1, 2, 2, 2, 7, 11, 14, 16, 18, 43, 44, 46, 48"
9532,"1, 1, 2, 3, 4, 5, 6, 21, 21, 29, 31, 40, 46, 46"
9533,"1, 1, 1, 1, 4, 5, 15, 20, 20, 28, 31, 33, 44, 52"
9534,"1, 1, 1, 1, 5, 7, 7, 17, 28, 33, 33, 34, 42, 46"
9535,"1, 1, 1, 2, 2, 3, 6, 8, 17, 20, 20, 33, 42, 49, 51"
9536,"1, 1, 1, 1, 3, 3, 5, 5, 18, 21, 23, 29, 37, 54, 54"
9537,"1, 1, 1, 2, 4, 7, 10, 17, 21, 32, 34, 37, 41, 48"
9538,"1, 1, 1, 1, 1, 2, 2, 5, 5, 9, 11, 15, 21, 41, 45, 46, 49"
9539,"1, 1, 2, 2, 2, 7, 10, 18, 19, 30, 32, 36, 40, 56"
9540,"1, 1, 1, 1, 4, 4, 5, 8, 16, 18, 25, 34, 41, 45, 52"
9541,"1, 1, 1, 2, 2, 3, 4, 4, 6, 14, 16, 23, 44, 44, 45, 46"
9542,"1, 1, 1, 1, 1, 2, 2, 4, 6, 8, 14, 18, 19, 33, 41, 47, 57"
9543,"1, 1, 1, 1, 1, 3, 3, 15, 15, 25, 30, 37, 38, 40, 45"
9544,"1, 1, 1, 1, 1, 1, 2, 3, 11, 17, 26, 28, 30, 32, 49, 52"
9545,"1, 1, 1, 1, 2, 3, 3, 3, 4, 14, 16, 27, 35, 41, 48, 56"
9546,"1, 1, 1, 1, 1, 3, 3, 3, 10, 15, 17, 29, 33, 41, 45, 52"
9547,"1, 1, 1, 2, 3, 6, 6, 13, 14, 28, 34, 47, 48, 52"
9548,"1, 1, 1, 1, 2, 2, 4, 5, 5, 14, 24, 27, 36, 37, 43, 53"
9549,"1, 1, 1, 2, 3, 5, 5, 9, 13, 15, 25, 32, 44, 49, 51"
9550,"1, 1, 1, 1, 1, 3, 5, 5, 6, 16, 20, 29, 29, 33, 49, 56"
9551,"1, 1, 1, 1, 1, 1, 1, 2, 4, 7, 15, 19, 22, 28, 43, 45, 64"
9552,"1, 1, 1, 1, 5, 7, 9, 21, 23, 29, 31, 34, 35, 58"
9553,"1, 1, 1, 1, 2, 3, 3, 4, 7, 14, 25, 26, 26, 37, 44, 61"
9554,"1, 1, 1, 2, 2, 2, 4, 4, 5, 15, 19, 28, 34, 40, 47, 51"
9555,"1, 1, 2, 2, 3, 4, 5, 9, 10, 24, 30, 32, 35, 48, 50"
9556,"1, 1, 1, 1, 2, 4, 5, 9, 19, 22, 24, 35, 38, 45, 49"
9557,"1, 1, 1, 1, 1, 1, 2, 3, 4, 18, 21, 30, 33, 40, 40, 59"
9558,"1, 1, 1, 1, 3, 3, 4, 14, 15, 20, 29, 33, 39, 46, 46"
9559,"1, 1, 1, 1, 1, 2, 4, 14, 14, 17, 26, 35, 46, 46, 47"
9560,"1, 1, 1, 2, 2, 2, 9, 10, 13, 18, 28, 32, 42, 44, 51"
9561,"1, 1, 1, 3, 3, 4, 4, 11, 14, 14, 23, 34, 45, 48, 50"
9562,"1, 1, 1, 3, 3, 3, 4, 6, 15, 19, 29, 37, 39, 41, 54"
9563,"1, 1, 1, 2, 2, 4, 5, 7, 16, 21, 23, 32, 36, 47, 58"
9564,"1, 1, 1, 1, 1, 1, 1, 4, 5, 7, 10, 18, 30, 35, 43, 48, 49"
9565,"1, 1, 1, 2, 3, 4, 6, 8, 11, 27, 29, 30, 42, 42, 49"
9566,"1, 1, 1, 1, 1, 2, 2, 3, 3, 11, 14, 14, 25, 26, 48, 48, 55"
9567,"1, 1, 1, 1, 1, 1, 2, 3, 5, 5, 11, 18, 28, 42, 42, 47, 47"
9568,"1, 1, 2, 2, 4, 4, 8, 24, 24, 24, 36, 36, 38, 52"
9569,"1, 1, 1, 2, 2, 2, 2, 3, 5, 15, 23, 25, 34, 36, 42, 62"
9570,"1, 1, 1, 1, 1, 1, 2, 2, 6, 8, 10, 15, 23, 39, 42, 45, 58"
9571,"1, 1, 1, 1, 1, 2, 2, 3, 3, 6, 13, 18, 24, 33, 34, 56, 57"
9572,"1, 1, 2, 2, 2, 4, 10, 16, 24, 32, 36, 38, 42, 46"
9573,"1, 1, 1, 2, 2, 2, 2, 4, 12, 14, 19, 22, 30, 41, 47, 56"
9574,"1, 1, 1, 1, 2, 2, 3, 5, 6, 17, 18, 22, 39, 39, 45, 54"
9575,"1, 1, 1, 1, 2, 2, 2, 3, 12, 17, 21, 27, 34, 35, 48, 49"
9576,"1, 1, 1, 1, 2, 2, 7, 11, 11, 20, 25, 40, 43, 45, 46"
9577,"1, 1, 1, 1, 1, 2, 2, 4, 5, 5, 15, 16, 23, 37, 44, 47, 51"
9578,"1, 1, 1, 1, 2, 3, 6, 6, 21, 25, 30, 30, 35, 42, 52"
9579,"1, 1, 1, 4, 5, 6, 10, 12, 15, 32, 35, 39, 39, 56"
9580,"1, 1, 1, 1, 1, 3, 4, 7, 7, 13, 21, 22, 29, 41, 46, 58"
9581,"1, 1, 1, 2, 3, 4, 12, 17, 20, 21, 31, 40, 44, 59"
9582,"1, 1, 1, 1, 1, 2, 2, 2, 3, 7, 16, 18, 20, 36, 41, 50, 54"
9583,"1, 1, 1, 1, 1, 2, 5, 17, 17, 18, 30, 32, 36, 42, 52"
9584,"1, 1, 1, 1, 1, 3, 3, 7, 15, 26, 26, 36, 43, 46, 46"
9585,"1, 1, 1, 1, 1, 2, 6, 8, 18, 22, 23, 29, 40, 50, 53"
9586,"1, 1, 1, 1, 1, 2, 3, 4, 7, 17, 20, 23, 34, 38, 39, 64"
9587,"1, 1, 2, 2, 3, 3, 4, 11, 14, 18, 25, 33, 33, 48, 58"
9588,"1, 1, 1, 2, 2, 3, 5, 9, 13, 19, 24, 27, 42, 47, 60"
9589,"1, 1, 3, 4, 4, 4, 5, 18, 25, 26, 34, 41, 42, 48"
9590,"1, 1, 3, 4, 42, 50, 65, 90"
9591,"1, 1, 1, 1, 1, 1, 2, 3, 4, 6, 16, 20, 25, 37, 43, 45, 49"
9592,"1, 1, 1, 1, 1, 2, 2, 2, 5, 6, 15, 20, 25, 36, 40, 44, 54"
9593,"1, 1, 1, 1, 2, 2, 2, 3, 4, 4, 13, 20, 20, 38, 40, 46, 58"
9594,"1, 1, 1, 2, 4, 4, 5, 8, 15, 20, 22, 37, 40, 44, 52"
9595,"1, 1, 2, 3, 8, 26, 42, 82, 91"
9596,"1, 1, 1, 1, 1, 1, 3, 8, 10, 15, 20, 27, 33, 34, 46, 54"
9597,"1, 1, 1, 1, 1, 2, 2, 4, 8, 19, 23, 28, 31, 39, 44, 51"
9598,"1, 1, 1, 1, 2, 5, 6, 10, 13, 20, 33, 36, 38, 40, 49"
9599,"1, 1, 2, 2, 3, 9, 13, 15, 17, 31, 32, 34, 40, 56"
9600,"1, 1, 1, 1, 1, 1, 1, 1, 6, 12, 14, 15, 26, 37, 39, 45, 54"
9601,"1, 1, 1, 1, 1, 1, 2, 3, 4, 6, 13, 22, 27, 38, 42, 46, 47"
9602,"1, 1, 1, 2, 2, 3, 3, 4, 5, 14, 17, 25, 34, 44, 46, 54"
9603,"1, 1, 1, 1, 1, 2, 2, 3, 5, 14, 22, 28, 40, 42, 46, 47"
9604,"1, 1, 1, 1, 1, 2, 5, 6, 7, 12, 20, 27, 42, 42, 42, 46"
9605,"1, 1, 1, 2, 3, 5, 9, 21, 23, 26, 29, 36, 48, 51"
9606,"1, 2, 2, 5, 5, 7, 9, 9, 14, 32, 34, 38, 40, 58"
9607,"1, 1, 1, 1, 1, 2, 4, 4, 4, 16, 22, 23, 43, 59, 74"
9608,"1, 1, 1, 1, 3, 4, 4, 5, 17, 18, 25, 33, 35, 46, 62"
9609,"1, 1, 1, 2, 2, 3, 4, 9, 18, 20, 21, 39, 43, 44, 48"
9610,"1, 1, 1, 2, 3, 7, 14, 17, 17, 29, 31, 39, 46, 48"
9611,"1, 1, 1, 1, 2, 2, 2, 3, 5, 14, 17, 29, 35, 39, 50, 54"
9612,"1, 1, 1, 1, 3, 4, 5, 7, 17, 17, 26, 36, 42, 44, 51"
9613,"1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 5, 18, 19, 19, 35, 40, 50, 55"
9614,"1, 1, 1, 2, 3, 4, 5, 7, 14, 21, 23, 35, 41, 46, 52"
9615,"1, 1, 1, 1, 1, 2, 3, 5, 7, 18, 21, 25, 35, 42, 45, 48"
9616,"1, 1, 2, 2, 3, 7, 9, 16, 21, 25, 38, 38, 45, 48"
9617,"1, 1, 1, 1, 2, 2, 2, 4, 12, 12, 23, 23, 28, 39, 49, 56"
9618,"1, 1, 1, 1, 2, 2, 3, 4, 10, 14, 24, 24, 27, 37, 45, 60"
9619,"1, 1, 1, 1, 2, 5, 7, 9, 14, 25, 25, 28, 34, 47, 56"
9620,"1, 1, 2, 2, 9, 31, 43, 73, 94"
9621,"1, 1, 1, 1, 3, 3, 7, 11, 13, 16, 27, 33, 36, 45, 58"
9622,"1, 1, 1, 1, 2, 2, 3, 3, 6, 14, 20, 27, 32, 34, 54, 55"
9623,"1, 1, 1, 1, 2, 3, 3, 5, 6, 15, 23, 24, 35, 37, 43, 56"
9624,"1, 1, 1, 1, 2, 9, 9, 17, 23, 29, 38, 38, 42, 45"
9625,"1, 1, 2, 2, 5, 8, 12, 13, 17, 26, 35, 36, 44, 54"
9626,"1, 1, 1, 2, 2, 4, 4, 6, 18, 28, 29, 32, 34, 39, 55"
9627,"1, 2, 2, 2, 3, 3, 3, 7, 17, 21, 23, 36, 38, 40, 58"
9628,"1, 1, 1, 2, 2, 2, 2, 3, 4, 15, 21, 24, 38, 45, 47, 48"
9629,"1, 1, 1, 1, 3, 3, 4, 5, 19, 21, 22, 37, 39, 42, 57"
9630,"1, 1, 1, 3, 3, 3, 4, 5, 15, 29, 34, 45, 56, 56"
9631,"1, 1, 1, 1, 2, 2, 3, 4, 6, 16, 20, 27, 39, 42, 45, 46"
9632,"1, 1, 1, 1, 1, 2, 4, 4, 8, 14, 20, 26, 41, 43, 44, 45"
9633,"1, 1, 1, 1, 1, 2, 3, 3, 4, 11, 12, 12, 20, 39, 48, 48, 49"
9634,"1, 1, 1, 2, 3, 4, 4, 5, 15, 20, 29, 38, 42, 45, 46"
9635,"1, 1, 2, 2, 2, 3, 4, 12, 15, 16, 22, 38, 45, 45, 48"
9636,"1, 1, 1, 1, 1, 2, 3, 3, 4, 10, 11, 16, 27, 33, 36, 49, 57"
9637,"1, 1, 1, 1, 1, 1, 2, 3, 4, 8, 11, 24, 26, 33, 43, 45, 51"
9638,"1, 1, 2, 2, 2, 6, 9, 12, 19, 28, 40, 42, 44, 48"
9639,"1, 1, 1, 1, 1, 2, 2, 2, 3, 5, 12, 16, 33, 36, 37, 46, 57"
9640,"1, 1, 1, 2, 2, 5, 14, 20, 23, 25, 27, 38, 41, 56"
9641,"1, 2, 2, 2, 5, 33, 47, 68, 96"
9642,"1, 1, 1, 1, 2, 9, 12, 17, 20, 29, 31, 40, 42, 50"
9643,"1, 1, 1, 1, 2, 4, 6, 9, 18, 19, 28, 29, 41, 42, 54"
9644,"1, 1, 2, 3, 3, 4, 6, 6, 14, 16, 19, 35, 38, 52, 56"
9645,"1, 1, 2, 2, 2, 2, 3, 11, 14, 19, 33, 34, 36, 40, 56"
9646,"1, 1, 1, 1, 2, 3, 5, 9, 13, 22, 28, 32, 37, 41, 60"
9647,"1, 2, 2, 4, 5, 16, 16, 21, 26, 33, 40, 44, 46"
9648,"1, 1, 1, 1, 1, 1, 2, 2, 4, 8, 13, 14, 29, 35, 46, 48, 49"
9649,"1, 1, 2, 2, 3, 3, 8, 21, 28, 29, 32, 33, 39, 54"
9650,"1, 1, 1, 1, 1, 2, 2, 2, 3, 11, 16, 20, 24, 28, 33, 53, 57"
9651,"1, 1, 1, 2, 2, 2, 3, 11, 18, 21, 28, 32, 34, 50, 50"
9652,"1, 1, 1, 1, 2, 4, 7, 11, 14, 15, 28, 31, 33, 41, 66"
9653,"1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 19, 21, 28, 32, 41, 48, 51"
9654,"1, 1, 2, 2, 2, 3, 7, 9, 9, 15, 29, 30, 36, 52, 58"
9655,"1, 1, 1, 1, 2, 2, 2, 3, 7, 13, 22, 26, 27, 38, 46, 64"
9656,"1, 1, 1, 2, 2, 2, 4, 4, 6, 12, 16, 26, 42, 43, 46, 48"
9657,"1, 1, 2, 2, 5, 7, 7, 19, 24, 29, 32, 37, 40, 50"
9658,"1, 1, 1, 1, 3, 4, 5, 8, 13, 23, 26, 35, 35, 48, 52"
9659,"1, 1, 1, 1, 2, 3, 6, 15, 22, 27, 38, 44, 46, 49"
9660,"1, 1, 1, 2, 2, 3, 3, 4, 5, 12, 22, 28, 30, 31, 55, 56"
9661,"1, 1, 1, 2, 3, 3, 3, 4, 17, 20, 29, 31, 36, 41, 64"
9662,"1, 1, 1, 2, 4, 4, 5, 8, 13, 22, 24, 24, 40, 46, 61"
9663,"1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 16, 21, 26, 36, 37, 45, 59"
9664,"1, 1, 1, 1, 2, 4, 4, 4, 6, 12, 20, 22, 35, 41, 48, 54"
9665,"1, 1, 1, 1, 2, 3, 4, 5, 6, 13, 20, 28, 29, 34, 53, 55"
9666,"1, 1, 1, 1, 1, 2, 2, 2, 3, 11, 11, 13, 28, 34, 41, 49, 55"
9667,"1, 1, 1, 1, 1, 2, 2, 4, 6, 16, 27, 29, 33, 43, 44, 45"
9668,"1, 1, 1, 1, 1, 2, 3, 4, 5, 19, 24, 25, 36, 36, 42, 55"
9669,"1, 1, 1, 1, 2, 3, 4, 9, 20, 20, 31, 40, 40, 41, 42"
9670,"1, 1, 1, 1, 2, 2, 5, 12, 19, 21, 24, 37, 38, 43, 49"
9671,"1, 1, 2, 2, 5, 5, 8, 16, 19, 26, 39, 42, 44, 46"
9672,"1, 1, 1, 3, 3, 4, 6, 10, 13, 19, 22, 30, 39, 48, 56"
9673,"1, 1, 1, 2, 2, 2, 4, 10, 11, 23, 34, 36, 38, 40, 51"
9674,"1, 1, 1, 2, 4, 5, 5, 5, 18, 21, 26, 28, 35, 42, 62"
9675,"1, 1, 1, 1, 1, 2, 4, 4, 10, 18, 19, 23, 32, 39, 48, 52"
9676,"1, 1, 2, 3, 4, 4, 12, 18, 20, 21, 39, 41, 42, 48"
9677,"1, 1, 1, 2, 2, 3, 3, 3, 5, 16, 18, 23, 34, 43, 46, 55"
9678,"1, 1, 1, 3, 3, 5, 9, 19, 24, 27, 36, 42, 42, 43"
9679,"1, 1, 1, 1, 1, 1, 4, 5, 13, 14, 20, 31, 31, 41, 45, 46"
9680,"1, 1, 1, 1, 2, 2, 4, 11, 20, 23, 26, 34, 39, 40, 51"
9681,"1, 1, 1, 2, 3, 3, 6, 12, 13, 16, 27, 32, 42, 47, 50"
9682,"1, 1, 1, 2, 2, 3, 5, 13, 17, 17, 24, 38, 42, 43, 47"
9683,"1, 1, 1, 1, 2, 3, 4, 4, 6, 16, 17, 23, 34, 35, 47, 61"
9684,"1, 1, 2, 2, 2, 2, 4, 6, 18, 25, 30, 36, 38, 44, 45"
9685,"1, 1, 1, 1, 1, 2, 2, 3, 5, 9, 12, 13, 24, 38, 46, 48, 49"
9686,"1, 1, 1, 1, 1, 1, 3, 4, 8, 17, 19, 29, 41, 43, 43, 43"
9687,"1, 1, 1, 2, 4, 5, 5, 6, 13, 15, 17, 39, 45, 48, 54"
9688,"1, 1, 2, 2, 2, 3, 7, 7, 9, 25, 29, 30, 38, 44, 56"
9689,"1, 1, 1, 2, 4, 8, 8, 20, 21, 22, 39, 40, 41, 48"
9690,"1, 1, 1, 1, 1, 1, 2, 3, 7, 19, 22, 27, 35, 38, 43, 54"
9691,"1, 1, 1, 1, 2, 2, 2, 4, 8, 18, 24, 24, 34, 38, 43, 53"
9692,"1, 1, 2, 2, 2, 4, 8, 8, 12, 17, 30, 31, 40, 44, 54"
9693,"1, 1, 2, 2, 3, 4, 8, 22, 25, 25, 37, 38, 42, 46"
9694,"1, 1, 2, 2, 2, 3, 3, 6, 17, 30, 32, 43, 54, 60"
9695,"1, 1, 1, 1, 2, 3, 4, 6, 9, 12, 15, 30, 31, 35, 52, 53"
9696,"1, 1, 1, 1, 1, 2, 3, 6, 12, 15, 16, 21, 40, 45, 45, 46"
9697,"1, 1, 1, 1, 2, 2, 4, 6, 8, 14, 17, 26, 35, 41, 43, 54"
9698,"1, 1, 1, 1, 1, 3, 6, 10, 13, 15, 30, 33, 37, 48, 56"
9699,"1, 1, 1, 1, 1, 1, 2, 2, 6, 17, 27, 36, 48, 54, 58"
9700,"1, 1, 2, 2, 2, 3, 6, 10, 16, 19, 20, 27, 34, 53, 60"
9701,"1, 1, 1, 1, 2, 3, 4, 12, 18, 20, 27, 32, 35, 47, 52"
9702,"1, 2, 2, 2, 4, 5, 8, 19, 25, 30, 32, 34, 40, 52"
9703,"1, 1, 1, 1, 2, 2, 3, 4, 8, 14, 18, 28, 33, 44, 45, 51"
9704,"1, 1, 1, 1, 1, 2, 2, 3, 6, 6, 13, 18, 21, 30, 39, 51, 60"
9705,"1, 1, 2, 2, 9, 31, 39, 84, 87"
9706,"1, 1, 1, 1, 2, 3, 4, 5, 7, 8, 16, 31, 37, 44, 44, 51"
9707,"1, 1, 1, 2, 2, 2, 5, 11, 20, 22, 23, 37, 40, 42, 47"
9708,"1, 1, 1, 2, 3, 4, 7, 17, 27, 28, 32, 39, 44, 50"
9709,"1, 1, 1, 1, 1, 1, 5, 5, 9, 17, 26, 27, 35, 35, 41, 50"
9710,"1, 1, 1, 1, 2, 2, 2, 7, 11, 12, 18, 28, 33, 42, 46, 49"
9711,"1, 1, 1, 1, 1, 1, 1, 2, 4, 4, 19, 19, 22, 41, 42, 48, 48"
9712,"1, 1, 1, 1, 2, 3, 3, 4, 6, 11, 23, 26, 36, 36, 49, 53"
9713,"1, 1, 1, 2, 2, 3, 4, 6, 15, 27, 27, 38, 42, 43, 44"
9714,"1, 1, 1, 1, 1, 2, 2, 5, 7, 10, 26, 29, 51, 57, 62"
9715,"1, 1, 1, 1, 1, 1, 1, 4, 11, 21, 25, 26, 28, 34, 41, 59"
9716,"1, 1, 1, 2, 3, 4, 4, 7, 12, 15, 32, 37, 43, 46, 48"
9717,"1, 1, 1, 1, 2, 2, 4, 4, 5, 10, 24, 31, 35, 38, 48, 49"
9718,"1, 1, 2, 3, 4, 6, 10, 17, 20, 21, 39, 40, 44, 48"
