ID,Partition sizes
3057,"1, 1, 1, 1, 2, 4, 5, 5, 7, 8, 15, 30, 40, 67, 69"
3058,"1, 1, 1, 1, 1, 2, 5, 9, 13, 27, 42, 49, 50, 54"
3059,"1, 1, 1, 1, 1, 1, 2, 8, 10, 17, 20, 29, 40, 57, 67"
3060,"1, 1, 1, 2, 3, 5, 7, 7, 7, 12, 36, 53, 54, 67"
3061,"1, 1, 1, 1, 1, 2, 2, 2, 8, 18, 24, 38, 44, 53, 60"
3062,"1, 1, 1, 1, 4, 5, 7, 10, 11, 11, 22, 50, 52, 80"
3063,"1, 1, 1, 2, 4, 5, 9, 10, 10, 22, 23, 36, 66, 66"
3064,"1, 2, 3, 3, 4, 7, 9, 9, 18, 26, 40, 66, 68"
3065,"1, 1, 1, 1, 1, 2, 3, 6, 7, 19, 19, 26, 43, 57, 69"
3066,"1, 1, 2, 2, 3, 3, 5, 5, 14, 15, 31, 46, 54, 74"
3067,"1, 1, 1, 2, 3, 3, 3, 4, 21, 23, 25, 44, 51, 74"
3068,"1, 1, 1, 1, 1, 3, 3, 4, 6, 18, 19, 41, 43, 54, 60"
3069,"1, 1, 2, 4, 4, 10, 10, 14, 18, 26, 36, 64, 66"
3070,"1, 2, 2, 3, 3, 4, 7, 17, 22, 35, 46, 54, 60"
3071,"1, 1, 1, 3, 4, 5, 10, 19, 23, 24, 42, 57, 66"
3072,"1, 1, 1, 2, 2, 3, 5, 5, 25, 28, 33, 40, 52, 58"
3073,"1, 1, 1, 2, 4, 7, 12, 13, 22, 40, 48, 50, 55"
3074,"1, 1, 1, 1, 1, 2, 3, 4, 6, 19, 19, 26, 44, 58, 70"
3075,"1, 1, 1, 2, 4, 4, 5, 5, 14, 15, 31, 48, 55, 70"
3076,"1, 1, 1, 1, 2, 2, 9, 10, 13, 23, 38, 50, 52, 53"
3077,"1, 1, 1, 2, 2, 2, 3, 6, 9, 11, 21, 24, 33, 68, 72"
3078,"1, 1, 1, 1, 2, 3, 3, 5, 9, 9, 13, 23, 50, 51, 84"
3079,"1, 1, 1, 1, 3, 5, 5, 15, 15, 16, 31, 31, 59, 72"
3080,"1, 1, 1, 1, 2, 3, 3, 5, 9, 9, 25, 36, 37, 56, 67"
3081,"1, 1, 2, 2, 2, 3, 6, 7, 15, 18, 22, 47, 54, 76"
3082,"1, 1, 1, 1, 2, 2, 3, 5, 6, 16, 17, 29, 45, 55, 72"
3083,"1, 1, 1, 1, 1, 2, 2, 3, 5, 5, 7, 9, 25, 52, 56, 85"
3084,"1, 1, 1, 2, 3, 6, 8, 10, 13, 15, 17, 45, 54, 80"
3085,"1, 1, 1, 1, 2, 2, 3, 4, 8, 17, 19, 25, 44, 54, 74"
3086,"1, 1, 1, 2, 3, 4, 6, 11, 14, 16, 17, 44, 54, 82"
3087,"1, 1, 1, 2, 2, 2, 2, 4, 10, 11, 23, 24, 34, 67, 72"
3088,"1, 1, 2, 5, 6, 8, 11, 14, 15, 15, 48, 50, 80"
3089,"1, 1, 1, 1, 1, 1, 2, 6, 10, 12, 13, 20, 48, 57, 82"
3090,"1, 1, 1, 2, 4, 4, 4, 6, 18, 20, 22, 44, 57, 72"
3091,"1, 1, 1, 1, 2, 3, 4, 4, 9, 10, 13, 34, 50, 51, 72"
3092,"1, 1, 1, 1, 3, 3, 3, 3, 5, 12, 22, 41, 47, 55, 58"
3093,"1, 1, 1, 1, 1, 2, 5, 10, 15, 17, 32, 45, 52, 73"
3094,"1, 1, 1, 2, 2, 3, 3, 4, 7, 7, 23, 37, 38, 58, 69"
3095,"1, 1, 1, 1, 2, 6, 7, 10, 12, 14, 22, 48, 55, 76"
3096,"1, 1, 1, 4, 4, 5, 11, 15, 15, 32, 40, 63, 64"
3097,"1, 1, 1, 2, 2, 3, 3, 4, 6, 11, 15, 29, 50, 54, 74"
3098,"1, 1, 1, 1, 3, 3, 4, 7, 10, 15, 37, 43, 60, 70"
3099,"1, 1, 1, 1, 2, 2, 3, 5, 7, 17, 21, 29, 44, 54, 68"
3100,"1, 1, 1, 2, 2, 2, 4, 6, 6, 8, 17, 44, 52, 54, 56"
3101,"1, 1, 1, 2, 2, 2, 3, 7, 7, 10, 21, 24, 38, 68, 69"
3102,"1, 1, 1, 1, 1, 1, 5, 6, 14, 14, 14, 17, 47, 57, 76"
3103,"1, 1, 1, 2, 4, 4, 6, 8, 10, 13, 26, 48, 49, 83"
3104,"1, 1, 2, 2, 2, 2, 4, 4, 8, 16, 17, 29, 42, 54, 72"
3105,"1, 1, 1, 1, 2, 2, 4, 6, 10, 15, 16, 30, 45, 48, 74"
3106,"1, 1, 1, 1, 1, 3, 3, 3, 5, 5, 15, 16, 29, 45, 55, 72"
3107,"1, 1, 1, 1, 1, 2, 3, 3, 3, 7, 7, 17, 21, 46, 52, 90"
3108,"1, 2, 3, 3, 3, 4, 7, 17, 24, 34, 46, 54, 58"
3109,"1, 1, 1, 2, 3, 4, 4, 8, 13, 16, 29, 47, 55, 72"
3110,"1, 1, 1, 1, 2, 4, 4, 14, 16, 18, 27, 44, 61, 62"
3111,"1, 1, 1, 2, 4, 4, 4, 6, 9, 16, 29, 50, 57, 72"
3112,"1, 1, 1, 2, 4, 4, 6, 10, 26, 34, 42, 55, 70"
3113,"1, 1, 1, 1, 1, 2, 2, 2, 3, 10, 13, 19, 24, 33, 67, 76"
3114,"1, 1, 1, 1, 2, 2, 4, 5, 9, 15, 20, 25, 47, 57, 66"
3115,"1, 1, 1, 1, 2, 3, 5, 10, 11, 23, 39, 42, 52, 65"
3116,"1, 1, 1, 1, 2, 3, 3, 7, 12, 13, 14, 31, 47, 50, 70"
3117,"1, 1, 1, 1, 1, 1, 4, 4, 5, 7, 14, 17, 29, 47, 55, 68"
3118,"1, 1, 1, 3, 3, 4, 4, 5, 19, 22, 23, 40, 56, 74"
3119,"1, 1, 1, 2, 3, 5, 7, 9, 14, 16, 32, 38, 61, 66"
3120,"1, 1, 1, 1, 1, 2, 2, 4, 8, 13, 14, 34, 40, 64, 70"
3121,"1, 1, 1, 1, 1, 1, 2, 4, 6, 8, 11, 18, 27, 53, 53, 68"
3122,"1, 1, 2, 2, 2, 2, 4, 6, 15, 28, 32, 46, 57, 58"
3123,"1, 1, 2, 2, 2, 3, 4, 6, 16, 20, 32, 41, 56, 70"
3124,"1, 1, 1, 1, 4, 5, 9, 11, 12, 19, 27, 35, 64, 66"
3125,"1, 1, 1, 1, 2, 3, 8, 11, 12, 29, 32, 33, 56, 66"
3126,"1, 1, 1, 1, 1, 4, 5, 6, 9, 11, 15, 18, 47, 50, 86"
3127,"1, 1, 1, 1, 3, 6, 7, 8, 14, 17, 18, 44, 54, 81"
3128,"1, 1, 1, 2, 6, 8, 13, 16, 20, 27, 33, 58, 70"
3129,"1, 1, 1, 1, 2, 2, 4, 8, 8, 12, 14, 22, 48, 49, 83"
3130,"1, 1, 1, 1, 2, 2, 4, 4, 8, 16, 19, 29, 44, 51, 73"
3131,"1, 1, 1, 2, 2, 3, 4, 9, 11, 25, 42, 50, 51, 54"
3132,"1, 1, 1, 1, 1, 1, 1, 2, 7, 8, 17, 20, 30, 39, 57, 69"
3133,"1, 1, 2, 2, 3, 3, 4, 9, 17, 18, 25, 46, 57, 68"
3134,"1, 1, 1, 2, 4, 8, 11, 14, 21, 22, 51, 56, 64"
3135,"1, 1, 1, 2, 2, 2, 7, 12, 16, 17, 28, 40, 61, 66"
3136,"1, 1, 1, 1, 2, 2, 2, 3, 4, 19, 25, 35, 44, 57, 59"
3137,"1, 2, 2, 2, 2, 3, 5, 6, 21, 22, 24, 40, 54, 72"
3138,"1, 1, 1, 1, 1, 2, 2, 6, 7, 11, 25, 38, 51, 54, 55"
3139,"1, 1, 1, 2, 3, 3, 9, 9, 9, 15, 20, 51, 54, 78"
3140,"1, 1, 1, 1, 1, 2, 3, 3, 6, 8, 10, 12, 19, 47, 59, 82"
3141,"1, 1, 1, 2, 2, 4, 6, 6, 10, 17, 33, 42, 61, 70"
3142,"1, 1, 1, 1, 2, 3, 5, 5, 18, 22, 28, 42, 56, 71"
3143,"1, 1, 1, 1, 1, 2, 4, 8, 9, 14, 15, 31, 38, 61, 69"
3144,"1, 1, 1, 2, 2, 4, 6, 9, 10, 29, 32, 38, 52, 69"
3145,"1, 1, 1, 1, 2, 2, 3, 7, 10, 20, 20, 25, 41, 52, 70"
3146,"1, 1, 2, 2, 2, 3, 7, 10, 12, 17, 26, 40, 66, 67"
3147,"1, 1, 1, 2, 3, 4, 5, 6, 18, 20, 25, 44, 58, 68"
3148,"1, 1, 1, 1, 1, 2, 3, 3, 4, 15, 21, 25, 32, 72, 74"
3149,"1, 1, 1, 2, 2, 2, 2, 2, 12, 13, 16, 28, 43, 65, 66"
3150,"1, 1, 1, 1, 1, 2, 3, 4, 4, 4, 6, 13, 17, 29, 84, 85"
3151,"1, 1, 2, 3, 4, 5, 7, 7, 14, 14, 14, 46, 54, 84"
3152,"1, 1, 1, 2, 2, 2, 4, 8, 15, 23, 30, 39, 54, 74"
3153,"1, 2, 3, 4, 6, 8, 13, 22, 40, 42, 52, 63"
3154,"1, 1, 1, 2, 2, 3, 3, 3, 7, 13, 18, 26, 48, 58, 70"
3155,"1, 1, 1, 1, 2, 2, 2, 4, 6, 17, 20, 25, 46, 57, 71"
3156,"1, 1, 1, 4, 5, 10, 12, 13, 14, 22, 48, 48, 77"
3157,"1, 1, 1, 1, 1, 2, 2, 7, 8, 21, 25, 27, 38, 49, 72"
3158,"1, 1, 1, 1, 1, 2, 3, 8, 9, 12, 28, 33, 35, 52, 69"
3159,"1, 1, 1, 1, 1, 2, 3, 5, 8, 12, 23, 36, 50, 54, 58"
3160,"1, 1, 1, 1, 1, 1, 3, 3, 5, 5, 14, 15, 28, 47, 56, 74"
3161,"1, 1, 1, 2, 5, 6, 14, 15, 20, 44, 44, 47, 56"
3162,"1, 1, 1, 1, 2, 3, 5, 6, 26, 29, 34, 42, 49, 56"
3163,"1, 1, 1, 1, 1, 2, 3, 4, 6, 8, 11, 12, 17, 49, 57, 82"
3164,"1, 1, 1, 2, 2, 3, 3, 5, 7, 8, 17, 27, 42, 68, 69"
3165,"1, 1, 2, 2, 2, 5, 5, 8, 13, 22, 24, 34, 68, 69"
3166,"1, 1, 1, 1, 3, 3, 3, 3, 3, 15, 17, 29, 45, 55, 76"
3167,"1, 1, 1, 3, 5, 6, 9, 21, 21, 23, 42, 57, 66"
3168,"1, 1, 1, 1, 1, 1, 1, 2, 6, 7, 11, 17, 29, 52, 54, 71"
3169,"1, 1, 1, 1, 2, 3, 8, 8, 18, 22, 28, 44, 55, 64"
3170,"1, 1, 1, 1, 1, 5, 6, 7, 8, 8, 16, 31, 37, 65, 68"
3171,"1, 1, 1, 1, 1, 2, 3, 5, 8, 15, 25, 37, 47, 53, 56"
3172,"1, 1, 1, 1, 1, 2, 2, 2, 4, 5, 15, 20, 30, 41, 56, 74"
3173,"1, 1, 1, 2, 3, 5, 7, 9, 17, 17, 29, 44, 48, 72"
3174,"1, 1, 1, 1, 2, 3, 4, 5, 8, 15, 17, 28, 47, 52, 71"
3175,"1, 1, 1, 1, 1, 1, 2, 2, 4, 6, 21, 22, 26, 42, 55, 70"
3176,"1, 1, 1, 3, 3, 3, 5, 6, 7, 23, 37, 40, 56, 70"
3177,"1, 1, 1, 2, 2, 6, 6, 8, 18, 19, 27, 44, 54, 67"
3178,"1, 1, 2, 2, 4, 4, 6, 6, 10, 17, 20, 46, 53, 84"
3179,"1, 1, 1, 1, 1, 2, 4, 5, 9, 19, 22, 27, 42, 55, 66"
3180,"1, 1, 1, 1, 1, 1, 2, 2, 2, 4, 4, 16, 20, 24, 45, 57, 74"
3181,"1, 2, 2, 2, 4, 6, 12, 14, 19, 32, 42, 50, 70"
3182,"1, 1, 1, 1, 1, 1, 2, 2, 3, 4, 20, 23, 38, 43, 57, 58"
3183,"1, 1, 1, 1, 2, 5, 14, 17, 30, 30, 32, 57, 65"
3184,"1, 1, 1, 1, 1, 3, 4, 5, 6, 13, 14, 31, 49, 57, 69"
3185,"1, 1, 1, 1, 2, 3, 3, 7, 9, 11, 13, 33, 51, 52, 68"
3186,"1, 1, 1, 1, 5, 5, 5, 9, 11, 23, 37, 39, 54, 64"
3187,"1, 1, 1, 1, 2, 3, 7, 8, 13, 21, 26, 50, 55, 67"
3188,"1, 2, 2, 2, 4, 4, 10, 16, 19, 30, 40, 60, 66"
3189,"1, 1, 1, 1, 4, 7, 8, 8, 9, 17, 23, 45, 51, 80"
3190,"1, 1, 1, 1, 1, 1, 2, 5, 6, 9, 11, 18, 19, 44, 54, 82"
3191,"1, 1, 2, 2, 2, 3, 9, 10, 15, 18, 28, 46, 52, 67"
3192,"1, 1, 1, 1, 2, 2, 2, 6, 7, 9, 21, 40, 54, 54, 55"
3193,"1, 1, 1, 1, 1, 1, 2, 3, 5, 7, 7, 17, 44, 51, 55, 59"
3194,"1, 1, 1, 1, 2, 3, 5, 7, 7, 13, 17, 18, 44, 54, 82"
3195,"1, 1, 3, 4, 4, 5, 11, 12, 22, 22, 36, 63, 72"
3196,"1, 1, 1, 2, 2, 2, 4, 4, 8, 14, 15, 30, 47, 53, 72"
3197,"1, 1, 1, 1, 2, 2, 3, 9, 10, 13, 22, 23, 33, 67, 68"
3198,"1, 1, 1, 1, 1, 1, 3, 9, 9, 11, 16, 31, 52, 53, 66"
3199,"1, 1, 1, 1, 1, 2, 3, 3, 12, 13, 17, 29, 43, 64, 65"
3200,"1, 1, 2, 2, 3, 4, 11, 11, 30, 36, 42, 48, 65"
3201,"1, 1, 2, 2, 3, 4, 4, 6, 15, 19, 32, 42, 55, 70"
3202,"1, 1, 1, 1, 2, 2, 4, 6, 10, 13, 14, 33, 40, 62, 66"
3203,"1, 1, 1, 1, 1, 2, 4, 8, 10, 13, 14, 17, 47, 52, 84"
3204,"1, 1, 1, 1, 3, 4, 5, 7, 8, 21, 40, 51, 56, 57"
3205,"1, 1, 1, 3, 3, 3, 4, 6, 13, 23, 35, 49, 54, 60"
3206,"1, 1, 1, 1, 2, 3, 3, 7, 9, 13, 14, 18, 47, 50, 86"
3207,"1, 1, 1, 1, 1, 3, 3, 6, 11, 14, 17, 29, 35, 60, 73"
3208,"1, 1, 1, 2, 2, 3, 9, 9, 10, 18, 27, 51, 52, 70"
3209,"1, 1, 1, 1, 2, 3, 4, 5, 5, 6, 21, 24, 41, 68, 73"
3210,"1, 1, 1, 1, 2, 3, 4, 4, 8, 13, 17, 31, 45, 54, 71"
3211,"1, 1, 2, 2, 2, 3, 3, 6, 22, 23, 26, 43, 50, 72"
3212,"1, 1, 2, 4, 5, 5, 9, 12, 17, 30, 42, 64, 64"
3213,"1, 1, 1, 1, 2, 2, 3, 4, 4, 5, 14, 16, 29, 46, 55, 72"
3214,"1, 1, 1, 1, 2, 3, 4, 8, 9, 10, 13, 32, 52, 52, 67"
3215,"1, 1, 1, 1, 1, 2, 3, 3, 5, 10, 11, 15, 31, 34, 66, 71"
3216,"1, 1, 1, 2, 2, 2, 2, 8, 8, 8, 22, 39, 52, 54, 54"
3217,"1, 1, 2, 2, 2, 4, 6, 8, 11, 22, 24, 36, 65, 72"
3218,"1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 5, 23, 39, 40, 57, 72"
3219,"1, 1, 1, 2, 2, 3, 3, 3, 6, 15, 17, 28, 46, 54, 74"
3220,"1, 1, 1, 1, 1, 2, 3, 3, 9, 20, 21, 40, 42, 52, 59"
3221,"1, 1, 1, 1, 1, 2, 2, 3, 5, 6, 14, 18, 28, 47, 55, 71"
3222,"1, 1, 1, 2, 4, 5, 5, 8, 14, 15, 32, 47, 52, 69"
3223,"1, 1, 1, 1, 1, 3, 3, 7, 7, 10, 13, 20, 27, 75, 86"
3224,"1, 1, 1, 2, 2, 5, 6, 11, 11, 20, 26, 36, 63, 71"
3225,"1, 1, 2, 2, 5, 5, 6, 6, 9, 16, 29, 52, 52, 70"
3226,"1, 1, 1, 1, 1, 1, 1, 3, 7, 12, 13, 15, 15, 49, 55, 80"
3227,"1, 1, 1, 1, 1, 1, 1, 2, 7, 10, 12, 19, 26, 51, 56, 66"
3228,"1, 1, 1, 1, 2, 3, 3, 3, 5, 16, 17, 26, 46, 59, 72"
3229,"1, 1, 1, 1, 2, 2, 2, 4, 5, 5, 12, 18, 27, 48, 58, 69"
3230,"1, 1, 1, 1, 2, 3, 3, 4, 7, 14, 21, 39, 42, 54, 63"
3231,"1, 1, 1, 1, 2, 2, 3, 9, 10, 11, 17, 18, 45, 51, 84"
3232,"1, 1, 1, 2, 3, 3, 5, 10, 13, 23, 23, 34, 68, 69"
3233,"1, 1, 1, 1, 1, 1, 3, 9, 15, 29, 46, 47, 48, 53"
3234,"1, 1, 1, 1, 2, 2, 4, 4, 4, 19, 20, 27, 42, 56, 72"
3235,"1, 1, 1, 3, 3, 3, 7, 7, 13, 15, 31, 40, 61, 70"
3236,"1, 1, 1, 1, 2, 3, 5, 5, 9, 11, 16, 22, 44, 49, 86"
3237,"1, 1, 1, 1, 2, 3, 3, 3, 3, 17, 20, 28, 43, 56, 74"
3238,"1, 2, 2, 2, 3, 5, 5, 23, 27, 34, 38, 54, 60"
3239,"1, 1, 1, 1, 1, 2, 2, 3, 4, 9, 17, 21, 25, 43, 57, 68"
3240,"1, 1, 1, 2, 2, 2, 3, 5, 20, 24, 38, 46, 55, 56"
3241,"1, 1, 1, 1, 2, 2, 3, 5, 8, 19, 22, 26, 40, 55, 70"
3242,"1, 1, 1, 1, 3, 8, 8, 9, 9, 18, 22, 44, 51, 80"
3243,"1, 1, 1, 2, 2, 3, 3, 7, 7, 16, 18, 26, 45, 54, 70"
3244,"1, 1, 1, 1, 2, 2, 4, 6, 8, 15, 18, 27, 47, 53, 70"
3245,"1, 1, 1, 2, 5, 6, 7, 8, 8, 14, 32, 50, 54, 67"
3246,"1, 1, 1, 1, 1, 2, 2, 3, 5, 9, 10, 13, 32, 37, 67, 71"
3247,"1, 1, 1, 1, 1, 2, 5, 7, 7, 13, 16, 20, 42, 56, 83"
3248,"1, 1, 1, 1, 1, 1, 3, 4, 7, 8, 10, 15, 32, 51, 51, 69"
3249,"1, 1, 1, 1, 2, 3, 3, 10, 19, 22, 40, 43, 52, 58"
3250,"1, 1, 1, 1, 2, 2, 4, 6, 20, 24, 38, 44, 55, 57"
3251,"1, 1, 1, 1, 1, 4, 5, 11, 14, 23, 35, 47, 52, 60"
3252,"1, 1, 2, 2, 3, 3, 6, 9, 12, 17, 22, 40, 54, 84"
3253,"1, 1, 1, 1, 1, 3, 5, 5, 7, 16, 19, 26, 46, 56, 68"
3254,"1, 1, 1, 2, 2, 2, 3, 6, 9, 11, 17, 34, 40, 59, 68"
3255,"1, 1, 1, 2, 2, 2, 4, 6, 7, 10, 14, 30, 55, 56, 65"
3256,"1, 1, 1, 2, 3, 6, 8, 9, 9, 22, 24, 37, 65, 68"
3257,"1, 1, 1, 1, 1, 3, 4, 7, 26, 30, 30, 40, 51, 60"
3258,"1, 1, 1, 2, 3, 4, 6, 10, 11, 17, 18, 44, 52, 86"
3259,"1, 1, 1, 1, 1, 1, 2, 3, 5, 8, 10, 16, 47, 51, 52, 56"
3260,"1, 1, 1, 2, 3, 3, 4, 9, 19, 20, 26, 41, 56, 70"
3261,"1, 1, 1, 1, 1, 2, 5, 7, 9, 9, 15, 32, 52, 55, 65"
3262,"1, 1, 1, 1, 2, 3, 3, 4, 8, 12, 14, 32, 43, 63, 68"
3263,"1, 1, 1, 1, 1, 2, 3, 3, 3, 7, 14, 17, 30, 46, 52, 74"
3264,"1, 1, 1, 1, 2, 3, 3, 5, 8, 9, 15, 24, 46, 50, 87"
3265,"1, 1, 1, 2, 2, 3, 3, 3, 7, 14, 24, 37, 46, 54, 58"
3266,"1, 1, 1, 1, 2, 2, 4, 6, 6, 6, 6, 26, 54, 56, 84"
3267,"1, 1, 1, 1, 1, 1, 2, 6, 7, 8, 8, 14, 31, 49, 53, 72"
3268,"1, 1, 1, 2, 2, 3, 6, 8, 15, 19, 30, 44, 52, 72"
3269,"1, 2, 2, 3, 3, 3, 5, 7, 7, 12, 34, 52, 53, 72"
3270,"1, 1, 2, 3, 3, 5, 5, 6, 6, 11, 26, 48, 53, 86"
3271,"1, 1, 1, 1, 1, 2, 4, 10, 10, 12, 17, 29, 50, 51, 66"
3272,"1, 1, 2, 2, 3, 3, 6, 6, 18, 18, 28, 42, 58, 68"
3273,"1, 1, 1, 2, 2, 4, 6, 6, 17, 17, 40, 44, 53, 62"
3274,"1, 1, 1, 2, 4, 4, 5, 5, 13, 26, 35, 50, 54, 55"
3275,"1, 1, 1, 1, 1, 2, 3, 7, 10, 11, 17, 28, 50, 51, 72"
3276,"1, 1, 3, 5, 9, 11, 14, 17, 28, 38, 64, 65"
3277,"1, 1, 1, 2, 2, 4, 4, 5, 7, 15, 16, 29, 45, 52, 72"
3278,"1, 1, 1, 2, 4, 4, 4, 10, 11, 15, 16, 50, 55, 82"
3279,"1, 1, 1, 1, 2, 2, 3, 7, 9, 14, 16, 29, 48, 54, 68"
3280,"1, 1, 1, 2, 2, 2, 2, 8, 19, 22, 39, 46, 54, 57"
3281,"1, 1, 1, 1, 1, 2, 4, 4, 8, 14, 17, 31, 43, 61, 67"
3282,"1, 1, 1, 1, 2, 3, 4, 5, 10, 14, 22, 24, 32, 65, 71"
3283,"1, 1, 1, 2, 2, 4, 6, 10, 14, 22, 40, 48, 52, 53"
3284,"1, 1, 2, 4, 7, 8, 8, 10, 17, 28, 40, 62, 68"
3285,"1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 5, 14, 16, 30, 47, 58, 71"
3286,"1, 1, 1, 2, 4, 5, 6, 9, 15, 15, 15, 48, 54, 80"
3287,"1, 1, 1, 2, 3, 5, 5, 7, 13, 23, 39, 48, 54, 54"
3288,"1, 2, 2, 4, 4, 5, 7, 11, 26, 36, 50, 52, 56"
3289,"1, 1, 1, 1, 2, 3, 5, 5, 7, 11, 11, 25, 50, 51, 82"
3290,"1, 1, 2, 3, 6, 10, 24, 99, 110"
3291,"1, 1, 1, 3, 3, 5, 5, 12, 13, 21, 24, 33, 62, 72"
3292,"1, 1, 1, 2, 2, 2, 3, 6, 9, 10, 16, 20, 45, 56, 82"
3293,"1, 1, 1, 1, 1, 1, 1, 2, 2, 6, 8, 8, 22, 25, 37, 69, 70"
3294,"1, 1, 1, 1, 1, 2, 3, 4, 10, 14, 20, 25, 47, 60, 66"
3295,"1, 1, 1, 1, 3, 5, 5, 9, 11, 29, 32, 35, 53, 70"
3296,"1, 1, 1, 2, 3, 3, 5, 7, 17, 25, 36, 46, 54, 55"
3297,"1, 1, 1, 1, 1, 1, 2, 3, 6, 7, 9, 20, 26, 37, 69, 71"
3298,"1, 1, 1, 2, 3, 3, 3, 5, 5, 9, 15, 30, 41, 66, 71"
3299,"1, 1, 1, 2, 2, 2, 2, 2, 8, 13, 16, 45, 50, 51, 60"
3300,"1, 1, 1, 2, 4, 6, 6, 7, 10, 13, 23, 46, 52, 84"
3301,"1, 1, 2, 2, 4, 4, 5, 9, 13, 16, 29, 48, 50, 72"
3302,"1, 1, 2, 2, 2, 2, 6, 8, 14, 18, 34, 38, 58, 70"
3303,"1, 1, 2, 3, 4, 7, 11, 12, 22, 22, 40, 65, 66"
3304,"1, 1, 1, 1, 2, 2, 2, 5, 6, 22, 23, 27, 40, 50, 73"
3305,"1, 1, 1, 2, 3, 3, 6, 9, 9, 24, 37, 37, 52, 71"
3306,"1, 1, 1, 1, 2, 2, 3, 7, 11, 11, 14, 30, 51, 55, 66"
3307,"1, 1, 1, 2, 2, 2, 2, 4, 6, 13, 24, 36, 49, 55, 58"
3308,"1, 1, 1, 2, 2, 3, 4, 4, 8, 14, 19, 25, 46, 52, 74"
3309,"1, 1, 1, 1, 1, 3, 4, 6, 9, 9, 19, 27, 37, 68, 69"
3310,"1, 1, 2, 2, 3, 4, 8, 9, 9, 14, 20, 52, 53, 78"
3311,"1, 1, 2, 2, 2, 4, 6, 9, 10, 18, 28, 52, 53, 68"
3312,"1, 1, 1, 1, 1, 1, 2, 3, 3, 7, 11, 19, 27, 29, 63, 86"
3313,"1, 1, 1, 2, 2, 2, 3, 4, 7, 8, 11, 32, 52, 54, 76"
3314,"1, 1, 1, 1, 1, 2, 2, 3, 4, 8, 11, 14, 33, 42, 63, 69"
3315,"1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 7, 10, 23, 39, 50, 55, 58"
3316,"1, 1, 1, 2, 2, 2, 4, 6, 20, 26, 33, 42, 58, 58"
3317,"1, 1, 1, 1, 1, 2, 3, 3, 7, 13, 22, 38, 44, 54, 65"
3318,"1, 1, 1, 1, 1, 1, 4, 4, 6, 17, 26, 29, 41, 52, 71"
3319,"1, 1, 1, 1, 1, 1, 6, 6, 7, 17, 17, 30, 45, 54, 68"
3320,"1, 2, 3, 3, 4, 4, 9, 11, 22, 27, 34, 56, 80"
3321,"1, 1, 2, 10, 21, 22, 72, 127"
3322,"1, 2, 2, 3, 4, 6, 8, 16, 22, 28, 38, 54, 72"
3323,"1, 1, 1, 1, 2, 4, 5, 5, 7, 8, 16, 23, 44, 52, 86"
3324,"1, 1, 1, 1, 1, 2, 4, 4, 4, 8, 9, 10, 35, 51, 53, 71"
3325,"1, 1, 1, 2, 3, 4, 6, 7, 10, 19, 26, 55, 56, 65"
3326,"1, 1, 2, 2, 3, 3, 3, 4, 14, 15, 32, 45, 58, 73"
3327,"1, 1, 1, 1, 1, 2, 3, 4, 4, 5, 11, 11, 35, 41, 65, 70"
3328,"1, 1, 1, 2, 2, 3, 5, 7, 15, 16, 32, 41, 62, 68"
3329,"1, 1, 1, 1, 1, 3, 3, 4, 7, 8, 28, 44, 47, 53, 54"
3330,"1, 1, 1, 2, 3, 5, 8, 17, 19, 30, 39, 58, 72"
3331,"1, 1, 1, 1, 6, 16, 29, 97, 104"
3332,"1, 1, 2, 3, 3, 3, 7, 7, 11, 20, 25, 49, 54, 70"
3333,"1, 1, 2, 2, 2, 3, 5, 8, 12, 17, 34, 38, 59, 72"
3334,"1, 1, 1, 1, 1, 1, 2, 2, 4, 7, 12, 22, 39, 49, 55, 58"
3335,"1, 1, 1, 1, 2, 2, 6, 10, 21, 24, 26, 42, 51, 68"
3336,"1, 1, 2, 2, 5, 8, 9, 17, 20, 28, 44, 53, 66"
3337,"1, 1, 1, 1, 2, 4, 4, 11, 12, 18, 44, 48, 51, 58"
3338,"1, 1, 1, 2, 2, 5, 7, 8, 13, 15, 24, 43, 48, 86"
3339,"1, 1, 1, 1, 2, 2, 3, 6, 7, 12, 29, 30, 34, 55, 72"
3340,"1, 2, 2, 4, 6, 10, 19, 20, 26, 44, 52, 70"
3341,"1, 2, 2, 3, 6, 6, 8, 17, 17, 26, 46, 56, 66"
3342,"1, 1, 1, 1, 1, 2, 3, 3, 7, 17, 29, 33, 43, 54, 60"
3343,"1, 1, 1, 1, 1, 1, 2, 3, 4, 4, 12, 15, 34, 43, 62, 71"
3344,"1, 1, 2, 3, 3, 7, 10, 16, 16, 32, 40, 57, 68"
3345,"1, 1, 1, 3, 4, 4, 5, 10, 10, 18, 18, 44, 55, 82"
3346,"1, 1, 1, 1, 2, 2, 3, 6, 7, 9, 20, 27, 35, 70, 71"
3347,"1, 1, 1, 1, 1, 3, 5, 7, 11, 13, 18, 20, 41, 50, 83"
3348,"1, 1, 1, 2, 5, 5, 5, 6, 16, 21, 22, 45, 56, 70"
3349,"1, 1, 2, 3, 8, 10, 11, 29, 30, 36, 54, 71"
3350,"1, 2, 2, 2, 2, 3, 7, 7, 8, 26, 34, 38, 54, 70"
3351,"1, 2, 2, 3, 3, 11, 29, 93, 112"
